order_id,customer_id,order_date,payment_mode,order_status
ORD_ID64,cust_id18,2025-01-25,Debit Card,Delivered
ORD_ID65,cust_id31,2025-01-26,Credit card,Shipped
ORD_ID66,cust_id44,2025-01-27,Debit Card,Confirmed
ORD_ID67,cust_id30,2025-01-27,Cash,Delivered
ORD_ID68,cust_id18,2025-01-27,Debit Card,Delivered
ORD_ID69,cust_id44,2025-01-27,Cash,Shipped
ORD_ID70,cust_id46,2025-01-27,Cash,Delivered
ORD_ID71,cust_id06,2025-01-28,Credit card,Delivered
ORD_ID72,cust_id23,2025-01-29,Cash,Confirmed
ORD_ID73,cust_id40,2025-01-29,UPI,Delivered
ORD_ID74,cust_id36,2025-01-29,Credit card,Delivered
ORD_ID75,cust_id28,2025-01-30,Cash,Delivered
ORD_ID76,cust_id07,2025-01-30,Credit card,Delivered
ORD_ID77,cust_id04,2025-01-30,Credit card,Delivered
ORD_ID78,cust_id05,2025-01-30,UPI,Confirmed
ORD_ID79,cust_id38,2025-01-31,Cash,Shipped
ORD_ID80,cust_id18,2025-01-31,UPI,Delivered
ORD_ID81,cust_id13,2025-01-31,Cash,Delivered
ORD_ID82,cust_id17,2025-01-31,UPI,Shipped
ORD_ID83,cust_id33,2025-02-01,Debit Card,Delivered
ORD_ID84,cust_id07,2025-02-01,Debit Card,Shipped
ORD_ID85,cust_id34,2025-02-02,Cash,Delivered
ORD_ID86,cust_id38,2025-02-02,Credit card,Delivered
ORD_ID87,cust_id08,2025-02-02,Debit Card,Delivered
ORD_ID88,cust_id38,2025-02-02,Cash,Delivered
ORD_ID89,cust_id07,2025-02-02,UPI,Delivered
ORD_ID90,cust_id10,2025-02-02,Cash,Cancelled
ORD_ID91,cust_id25,2025-02-03,Credit card,Delivered
ORD_ID92,cust_id29,2025-02-03,Debit Card,Delivered
ORD_ID93,cust_id49,2025-02-03,UPI,Delivered
ORD_ID94,cust_id05,2025-02-03,Debit Card,Delivered
ORD_ID95,cust_id40,2025-02-03,UPI,Delivered
ORD_ID96,cust_id30,2025-02-03,Debit Card,Returned
ORD_ID97,cust_id24,2025-02-04,Cash,Cancelled
ORD_ID98,cust_id22,2025-02-04,Credit card,Delivered
ORD_ID99,cust_id20,2025-02-04,Credit card,Delivered
ORD_ID100,cust_id10,2025-02-05,Credit card,Confirmed
ORD_ID101,cust_id01,2025-02-05,Cash,Delivered
ORD_ID102,cust_id40,2025-02-05,Debit Card,Delivered
ORD_ID103,cust_id07,2025-02-05,Credit card,Delivered
ORD_ID104,cust_id42,2025-02-06,Debit Card,Delivered
ORD_ID105,cust_id26,2025-02-06,Credit card,Confirmed
ORD_ID106,cust_id03,2025-02-06,Cash,Delivered
ORD_ID107,cust_id06,2025-02-06,UPI,Delivered
ORD_ID108,cust_id24,2025-02-06,Debit Card,Delivered
ORD_ID109,cust_id38,2025-02-07,Credit card,Delivered
ORD_ID110,cust_id18,2025-02-07,Credit card,Delivered
ORD_ID111,cust_id34,2025-02-07,UPI,Delivered
ORD_ID112,cust_id25,2025-02-07,Cash,Shipped
ORD_ID113,cust_id44,2025-02-07,Cash,Delivered
ORD_ID114,cust_id50,2025-02-08,Debit Card,Delivered
ORD_ID115,cust_id03,2025-02-08,Cash,Delivered
ORD_ID116,cust_id32,2025-02-09,Credit card,Delivered
ORD_ID117,cust_id43,2025-02-09,Cash,Delivered
ORD_ID118,cust_id17,2025-02-09,Credit card,Confirmed
ORD_ID119,cust_id14,2025-02-11,Cash,Delivered
ORD_ID120,cust_id38,2025-02-11,Debit Card,Shipped
ORD_ID121,cust_id08,2025-02-12,UPI,Delivered
ORD_ID122,cust_id33,2025-02-12,Credit card,Pending
ORD_ID123,cust_id23,2025-02-12,Cash,Delivered
ORD_ID124,cust_id39,2025-02-12,Cash,Delivered
ORD_ID125,cust_id33,2025-02-12,Debit Card,Delivered
ORD_ID126,cust_id45,2025-02-13,Debit Card,Delivered
ORD_ID127,cust_id38,2025-02-14,Cash,Cancelled
ORD_ID128,cust_id38,2025-02-15,Credit card,Delivered
ORD_ID129,cust_id33,2025-02-15,Debit Card,Delivered
ORD_ID130,cust_id18,2025-02-16,Debit Card,Cancelled
ORD_ID131,cust_id40,2025-02-16,Cash,Delivered
ORD_ID132,cust_id46,2025-02-16,Cash,Delivered
ORD_ID133,cust_id29,2025-02-17,UPI,Delivered
ORD_ID134,cust_id27,2025-02-17,UPI,Delivered
ORD_ID135,cust_id29,2025-02-17,Cash,Delivered
ORD_ID136,cust_id15,2025-02-18,UPI,Shipped
ORD_ID137,cust_id32,2025-02-18,Debit Card,Delivered
ORD_ID138,cust_id48,2025-02-18,Cash,Delivered
ORD_ID139,cust_id41,2025-02-18,Credit card,Pending
ORD_ID140,cust_id47,2025-02-19,Cash,Confirmed
ORD_ID141,cust_id30,2025-02-19,Credit card,Delivered
ORD_ID142,cust_id04,2025-02-19,Debit Card,Delivered
ORD_ID143,cust_id27,2025-02-20,Debit Card,Confirmed
ORD_ID144,cust_id35,2025-02-20,Debit Card,Pending
ORD_ID145,cust_id36,2025-02-20,Debit Card,Delivered
ORD_ID146,cust_id20,2025-02-20,Debit Card,Shipped
ORD_ID147,cust_id03,2025-02-20,Cash,Shipped
ORD_ID148,cust_id08,2025-02-21,Debit Card,Delivered
ORD_ID149,cust_id17,2025-02-21,Credit card,Delivered
ORD_ID150,cust_id11,2025-02-21,Debit Card,Returned
ORD_ID151,cust_id22,2025-02-22,Credit card,Cancelled
ORD_ID152,cust_id34,2025-02-22,Credit card,Confirmed
ORD_ID153,cust_id17,2025-02-22,UPI,Confirmed
ORD_ID154,cust_id02,2025-02-22,Credit card,Pending
ORD_ID155,cust_id10,2025-02-24,UPI,Delivered
ORD_ID156,cust_id12,2025-02-24,UPI,Delivered
ORD_ID157,cust_id39,2025-02-24,Cash,Delivered
ORD_ID158,cust_id39,2025-02-24,Credit card,Confirmed
ORD_ID159,cust_id01,2025-02-25,UPI,Delivered
ORD_ID160,cust_id15,2025-02-25,Cash,Delivered
ORD_ID161,cust_id15,2025-02-25,Credit card,Confirmed
ORD_ID162,cust_id40,2025-02-26,Debit Card,Delivered
ORD_ID163,cust_id24,2025-02-26,UPI,Pending
ORD_ID164,cust_id19,2025-02-26,Credit card,Shipped
ORD_ID165,cust_id25,2025-02-26,Debit Card,Delivered
ORD_ID166,cust_id22,2025-02-27,Cash,Delivered
ORD_ID167,cust_id19,2025-02-27,Cash,Returned
ORD_ID168,cust_id28,2025-02-27,Credit card,Delivered
ORD_ID169,cust_id47,2025-02-27,Debit Card,Shipped
ORD_ID170,cust_id47,2025-02-27,UPI,Delivered
ORD_ID171,cust_id31,2025-02-28,Credit card,Delivered
ORD_ID172,cust_id29,2025-02-28,UPI,Delivered
ORD_ID173,cust_id20,2025-03-01,Cash,Confirmed
ORD_ID174,cust_id22,2025-03-01,Credit card,Delivered
ORD_ID175,cust_id09,2025-03-02,Credit card,Shipped
ORD_ID176,cust_id47,2025-03-02,Credit card,Delivered
ORD_ID177,cust_id34,2025-03-02,Debit Card,Confirmed
ORD_ID178,cust_id04,2025-03-02,UPI,Returned
ORD_ID179,cust_id47,2025-03-02,Debit Card,Confirmed
ORD_ID180,cust_id13,2025-03-03,Credit card,Pending
ORD_ID181,cust_id40,2025-03-04,UPI,Delivered
ORD_ID182,cust_id33,2025-03-04,Cash,Shipped
ORD_ID183,cust_id47,2025-03-05,Debit Card,Delivered
ORD_ID184,cust_id27,2025-03-05,Credit card,Shipped
ORD_ID185,cust_id48,2025-03-05,Debit Card,Delivered
ORD_ID186,cust_id27,2025-03-05,UPI,Shipped
ORD_ID187,cust_id21,2025-03-06,Debit Card,Delivered
ORD_ID188,cust_id06,2025-03-06,Credit card,Cancelled
ORD_ID189,cust_id29,2025-03-06,UPI,Delivered
ORD_ID190,cust_id10,2025-03-06,Credit card,Delivered
ORD_ID191,cust_id34,2025-03-06,UPI,Delivered
ORD_ID192,cust_id22,2025-03-07,Cash,Shipped
ORD_ID193,cust_id47,2025-03-07,Cash,Shipped
ORD_ID194,cust_id17,2025-03-08,Debit Card,Delivered
ORD_ID195,cust_id16,2025-03-08,Cash,Pending
ORD_ID196,cust_id13,2025-03-08,Cash,Cancelled
ORD_ID197,cust_id18,2025-03-08,UPI,Shipped
ORD_ID198,cust_id46,2025-03-09,UPI,Shipped
ORD_ID199,cust_id02,2025-03-09,Cash,Pending
ORD_ID200,cust_id17,2025-03-10,Cash,Shipped
ORD_ID201,cust_id15,2025-03-10,Debit Card,Confirmed
ORD_ID202,cust_id23,2025-03-11,UPI,Shipped
ORD_ID203,cust_id06,2025-03-11,UPI,Returned
ORD_ID204,cust_id25,2025-03-11,Debit Card,Shipped
ORD_ID205,cust_id42,2025-03-15,Cash,Delivered
ORD_ID206,cust_id35,2025-03-16,Credit card,Cancelled
ORD_ID207,cust_id04,2025-03-16,Credit card,Delivered
ORD_ID208,cust_id13,2025-03-16,Cash,Confirmed
ORD_ID209,cust_id38,2025-03-16,Cash,Delivered
ORD_ID210,cust_id07,2025-03-16,Credit card,Delivered
ORD_ID211,cust_id33,2025-03-16,Debit Card,Delivered
ORD_ID212,cust_id08,2025-03-17,Debit Card,Delivered
ORD_ID213,cust_id17,2025-03-18,Cash,Returned
ORD_ID214,cust_id41,2025-03-18,Debit Card,Delivered
ORD_ID215,cust_id03,2025-03-19,UPI,Cancelled
ORD_ID216,cust_id47,2025-03-19,UPI,Delivered
ORD_ID217,cust_id45,2025-03-19,Debit Card,Delivered
ORD_ID218,cust_id01,2025-03-19,Credit card,Delivered
ORD_ID219,cust_id33,2025-03-19,Cash,Cancelled
ORD_ID220,cust_id47,2025-03-20,Debit Card,Cancelled
ORD_ID221,cust_id24,2025-03-20,UPI,Delivered
ORD_ID222,cust_id41,2025-03-20,Debit Card,Shipped
ORD_ID223,cust_id10,2025-03-21,UPI,Delivered
ORD_ID224,cust_id17,2025-03-21,UPI,Delivered
ORD_ID225,cust_id01,2025-03-22,Credit card,Delivered
ORD_ID226,cust_id21,2025-03-23,UPI,Delivered
ORD_ID227,cust_id32,2025-03-23,Debit Card,Shipped
ORD_ID228,cust_id21,2025-03-23,Debit Card,Delivered
ORD_ID229,cust_id20,2025-03-23,Cash,Delivered
ORD_ID230,cust_id32,2025-03-24,Debit Card,Returned
ORD_ID231,cust_id14,2025-03-24,Credit card,Shipped
ORD_ID232,cust_id13,2025-03-25,Debit Card,Cancelled
ORD_ID233,cust_id41,2025-03-26,UPI,Delivered
ORD_ID234,cust_id23,2025-03-26,Credit card,Pending
ORD_ID235,cust_id39,2025-03-28,UPI,Delivered
ORD_ID236,cust_id30,2025-03-28,Credit card,Shipped
ORD_ID237,cust_id16,2025-03-28,UPI,Delivered
ORD_ID238,cust_id14,2025-03-29,Cash,Shipped
ORD_ID239,cust_id17,2025-03-29,Credit card,Delivered
ORD_ID240,cust_id47,2025-03-29,Credit card,Shipped
ORD_ID241,cust_id33,2025-03-30,Credit card,Delivered
ORD_ID242,cust_id10,2025-03-31,UPI,Delivered
ORD_ID243,cust_id15,2025-03-31,Cash,Delivered
ORD_ID244,cust_id06,2025-03-31,UPI,Delivered
ORD_ID245,cust_id43,2025-04-01,Cash,Delivered
ORD_ID246,cust_id36,2025-04-02,Debit Card,Delivered
ORD_ID247,cust_id16,2025-04-02,Cash,Pending
ORD_ID248,cust_id26,2025-04-03,Cash,Confirmed
ORD_ID249,cust_id38,2025-04-03,UPI,Delivered
ORD_ID250,cust_id01,2025-04-03,Debit Card,Cancelled
ORD_ID251,cust_id15,2025-04-05,Credit card,Shipped
ORD_ID252,cust_id01,2025-04-06,Cash,Pending
ORD_ID253,cust_id45,2025-04-07,Credit card,Shipped
ORD_ID254,cust_id08,2025-04-07,Debit Card,Delivered
ORD_ID255,cust_id11,2025-04-08,Credit card,Pending
ORD_ID256,cust_id46,2025-04-08,Cash,Shipped
ORD_ID257,cust_id21,2025-04-08,Cash,Delivered
ORD_ID258,cust_id12,2025-04-10,Debit Card,Delivered
ORD_ID259,cust_id21,2025-04-10,UPI,Pending
ORD_ID260,cust_id07,2025-04-10,Credit card,Delivered
ORD_ID261,cust_id34,2025-04-10,Debit Card,Shipped
ORD_ID262,cust_id43,2025-04-11,Credit card,Delivered
ORD_ID263,cust_id37,2025-04-11,UPI,Delivered
ORD_ID264,cust_id05,2025-04-12,Cash,Delivered
ORD_ID265,cust_id11,2025-04-13,Cash,Delivered
ORD_ID266,cust_id21,2025-04-13,Credit card,Delivered
ORD_ID267,cust_id23,2025-04-13,Cash,Pending
ORD_ID268,cust_id50,2025-04-13,Debit Card,Delivered
ORD_ID269,cust_id11,2025-04-14,Debit Card,Cancelled
ORD_ID270,cust_id32,2025-04-14,Cash,Pending
ORD_ID271,cust_id04,2025-04-15,Debit Card,Pending
ORD_ID272,cust_id14,2025-04-15,Cash,Delivered
ORD_ID273,cust_id46,2025-04-16,Cash,Delivered
ORD_ID274,cust_id35,2025-04-16,Cash,Delivered
ORD_ID275,cust_id23,2025-04-16,Cash,Delivered
ORD_ID276,cust_id49,2025-04-16,UPI,Delivered
ORD_ID277,cust_id05,2025-04-16,Debit Card,Shipped
ORD_ID278,cust_id42,2025-04-16,Debit Card,Delivered
ORD_ID279,cust_id38,2025-04-16,UPI,Delivered
ORD_ID280,cust_id30,2025-04-17,Debit Card,Shipped
ORD_ID281,cust_id47,2025-04-17,Credit card,Shipped
ORD_ID282,cust_id33,2025-04-17,Cash,Cancelled
ORD_ID283,cust_id26,2025-04-18,Cash,Shipped
ORD_ID284,cust_id39,2025-04-18,UPI,Shipped
ORD_ID285,cust_id17,2025-04-19,UPI,Delivered
ORD_ID286,cust_id02,2025-04-19,Credit card,Delivered
ORD_ID287,cust_id48,2025-04-20,Cash,Cancelled
ORD_ID288,cust_id47,2025-04-20,Credit card,Cancelled
ORD_ID289,cust_id07,2025-04-20,Credit card,Delivered
ORD_ID290,cust_id40,2025-04-22,Cash,Shipped
ORD_ID291,cust_id25,2025-04-22,UPI,Delivered
ORD_ID292,cust_id30,2025-04-22,Credit card,Delivered
ORD_ID293,cust_id21,2025-04-22,Debit Card,Delivered
ORD_ID294,cust_id18,2025-04-22,Credit card,Shipped
ORD_ID295,cust_id03,2025-04-24,Cash,Shipped
ORD_ID296,cust_id34,2025-04-24,Debit Card,Delivered
ORD_ID297,cust_id32,2025-04-24,Cash,Delivered
ORD_ID298,cust_id29,2025-04-25,Cash,Delivered
ORD_ID299,cust_id29,2025-04-25,Debit Card,Delivered
ORD_ID300,cust_id17,2025-04-26,Debit Card,Delivered
ORD_ID301,cust_id41,2025-04-26,UPI,Pending
ORD_ID302,cust_id07,2025-04-26,Cash,Delivered
ORD_ID303,cust_id01,2025-04-26,Credit card,Delivered
ORD_ID304,cust_id14,2025-04-27,Debit Card,Delivered
ORD_ID305,cust_id46,2025-04-27,UPI,Delivered
ORD_ID306,cust_id13,2025-04-27,UPI,Delivered
ORD_ID307,cust_id23,2025-04-27,UPI,Delivered
ORD_ID308,cust_id13,2025-04-27,UPI,Delivered
ORD_ID309,cust_id01,2025-04-28,Cash,Cancelled
ORD_ID310,cust_id11,2025-04-28,Cash,Cancelled
ORD_ID311,cust_id07,2025-04-30,UPI,Delivered
ORD_ID312,cust_id14,2025-04-30,UPI,Cancelled
ORD_ID313,cust_id44,2025-04-30,Credit card,Delivered
ORD_ID314,cust_id28,2025-04-30,Debit Card,Delivered
ORD_ID315,cust_id27,2025-05-01,Credit card,Delivered
ORD_ID316,cust_id44,2025-05-01,Cash,Delivered
ORD_ID317,cust_id10,2025-05-01,Credit card,Delivered
ORD_ID318,cust_id01,2025-05-01,UPI,Delivered
ORD_ID319,cust_id46,2025-05-01,Debit Card,Cancelled
ORD_ID320,cust_id41,2025-05-01,Cash,Delivered
ORD_ID321,cust_id29,2025-05-02,UPI,Delivered
ORD_ID322,cust_id11,2025-05-02,Debit Card,Delivered
ORD_ID323,cust_id20,2025-05-02,Debit Card,Delivered
ORD_ID324,cust_id20,2025-05-03,Credit card,Cancelled
ORD_ID325,cust_id23,2025-05-03,Debit Card,Returned
ORD_ID326,cust_id24,2025-05-04,Cash,Cancelled
ORD_ID327,cust_id49,2025-05-04,Cash,Shipped
ORD_ID328,cust_id30,2025-05-04,Cash,Cancelled
ORD_ID329,cust_id03,2025-05-05,Credit card,Delivered
ORD_ID330,cust_id17,2025-05-05,Debit Card,Delivered
ORD_ID331,cust_id01,2025-05-05,Cash,Shipped
ORD_ID332,cust_id15,2025-05-05,Debit Card,Delivered
ORD_ID333,cust_id17,2025-05-06,Credit card,Delivered
ORD_ID334,cust_id15,2025-05-06,Cash,Shipped
ORD_ID335,cust_id16,2025-05-06,Cash,Cancelled
ORD_ID336,cust_id44,2025-05-06,Credit card,Returned
ORD_ID337,cust_id50,2025-05-06,Cash,Delivered
ORD_ID338,cust_id26,2025-05-07,Cash,Delivered
ORD_ID339,cust_id38,2025-05-07,Debit Card,Delivered
ORD_ID340,cust_id21,2025-05-08,Cash,Delivered
ORD_ID341,cust_id02,2025-05-08,Debit Card,Delivered
ORD_ID342,cust_id44,2025-05-08,Cash,Delivered
ORD_ID343,cust_id01,2025-05-08,Cash,Delivered
ORD_ID344,cust_id43,2025-05-09,Credit card,Shipped
ORD_ID345,cust_id17,2025-05-10,Cash,Returned
ORD_ID346,cust_id12,2025-05-10,Credit card,Shipped
ORD_ID347,cust_id05,2025-05-10,Cash,Delivered
ORD_ID348,cust_id18,2025-05-11,Credit card,Cancelled
ORD_ID349,cust_id16,2025-05-11,Cash,Delivered
ORD_ID350,cust_id26,2025-05-11,Cash,Pending
ORD_ID351,cust_id06,2025-05-11,UPI,Pending
ORD_ID352,cust_id12,2025-05-11,UPI,Shipped
ORD_ID353,cust_id14,2025-05-12,Debit Card,Confirmed
ORD_ID354,cust_id06,2025-05-12,Debit Card,Delivered
ORD_ID355,cust_id44,2025-05-13,Credit card,Delivered
ORD_ID356,cust_id40,2025-05-13,Debit Card,Confirmed
ORD_ID357,cust_id03,2025-05-13,UPI,Confirmed
ORD_ID358,cust_id47,2025-05-14,Cash,Shipped
ORD_ID359,cust_id05,2025-05-15,Cash,Shipped
ORD_ID360,cust_id30,2025-05-15,Cash,Delivered
ORD_ID361,cust_id22,2025-05-16,Credit card,Cancelled
ORD_ID362,cust_id21,2025-05-18,Cash,Delivered
ORD_ID363,cust_id18,2025-05-19,Debit Card,Delivered
ORD_ID364,cust_id02,2025-05-19,UPI,Delivered
ORD_ID365,cust_id16,2025-05-19,Credit card,Shipped
ORD_ID366,cust_id19,2025-05-20,Credit card,Delivered
ORD_ID367,cust_id24,2025-05-21,Credit card,Delivered
ORD_ID368,cust_id25,2025-05-22,Cash,Shipped
ORD_ID369,cust_id06,2025-05-22,UPI,Confirmed
ORD_ID370,cust_id45,2025-05-22,Credit card,Shipped
ORD_ID371,cust_id23,2025-05-23,Debit Card,Delivered
ORD_ID372,cust_id08,2025-05-23,Credit card,Delivered
ORD_ID373,cust_id03,2025-05-24,UPI,Confirmed
ORD_ID374,cust_id05,2025-05-24,Cash,Confirmed
ORD_ID375,cust_id18,2025-05-24,Cash,Delivered
ORD_ID376,cust_id09,2025-05-25,Debit Card,Pending
ORD_ID377,cust_id26,2025-05-25,Debit Card,Shipped
ORD_ID378,cust_id50,2025-05-25,Cash,Delivered
ORD_ID379,cust_id36,2025-05-26,UPI,Delivered
ORD_ID380,cust_id16,2025-05-26,Credit card,Delivered
ORD_ID381,cust_id23,2025-05-26,Debit Card,Cancelled
ORD_ID382,cust_id32,2025-05-27,Credit card,Shipped
ORD_ID383,cust_id35,2025-05-28,Credit card,Shipped
ORD_ID384,cust_id08,2025-05-29,UPI,Shipped
ORD_ID385,cust_id25,2025-05-30,Debit Card,Delivered
ORD_ID386,cust_id49,2025-05-30,Cash,Cancelled
ORD_ID387,cust_id35,2025-05-31,UPI,Confirmed
ORD_ID388,cust_id05,2025-05-31,Debit Card,Delivered
ORD_ID389,cust_id50,2025-05-31,Credit card,Delivered
ORD_ID390,cust_id38,2025-06-01,Cash,Pending
ORD_ID391,cust_id25,2025-06-01,UPI,Shipped
ORD_ID392,cust_id23,2025-06-02,Debit Card,Confirmed
ORD_ID393,cust_id12,2025-06-03,UPI,Delivered
ORD_ID394,cust_id09,2025-06-03,Credit card,Delivered
ORD_ID395,cust_id36,2025-06-04,Cash,Confirmed
ORD_ID396,cust_id42,2025-06-05,Cash,Delivered
ORD_ID397,cust_id32,2025-06-05,Debit Card,Shipped
ORD_ID398,cust_id32,2025-06-06,UPI,Confirmed
ORD_ID399,cust_id47,2025-06-06,Debit Card,Returned
ORD_ID400,cust_id37,2025-06-06,Cash,Delivered
ORD_ID401,cust_id41,2025-06-06,UPI,Delivered
ORD_ID402,cust_id28,2025-06-06,Debit Card,Delivered
ORD_ID403,cust_id35,2025-06-06,UPI,Shipped
ORD_ID404,cust_id16,2025-06-07,Cash,Delivered
ORD_ID405,cust_id21,2025-06-07,UPI,Confirmed
ORD_ID406,cust_id34,2025-06-07,Debit Card,Delivered
ORD_ID407,cust_id09,2025-06-08,Debit Card,Shipped
ORD_ID408,cust_id15,2025-06-08,UPI,Delivered
ORD_ID409,cust_id32,2025-06-09,UPI,Delivered
ORD_ID410,cust_id06,2025-06-09,Cash,Confirmed
ORD_ID411,cust_id26,2025-06-09,UPI,Shipped
ORD_ID412,cust_id31,2025-06-10,Credit card,Delivered
ORD_ID413,cust_id43,2025-06-10,UPI,Cancelled
ORD_ID414,cust_id35,2025-06-10,UPI,Delivered
ORD_ID415,cust_id50,2025-06-10,Debit Card,Delivered
ORD_ID416,cust_id19,2025-06-10,Credit card,Delivered
ORD_ID417,cust_id23,2025-06-11,Cash,Delivered
ORD_ID418,cust_id49,2025-06-11,Credit card,Delivered
ORD_ID419,cust_id24,2025-06-11,Cash,Delivered
ORD_ID420,cust_id37,2025-06-12,Credit card,Delivered
ORD_ID421,cust_id31,2025-06-12,Credit card,Delivered
ORD_ID422,cust_id06,2025-06-12,Debit Card,Shipped
ORD_ID423,cust_id15,2025-06-12,UPI,Delivered
ORD_ID424,cust_id49,2025-06-12,Debit Card,Confirmed
ORD_ID425,cust_id13,2025-06-13,Credit card,Delivered
ORD_ID426,cust_id17,2025-06-14,UPI,Delivered
ORD_ID427,cust_id46,2025-06-14,Credit card,Delivered
ORD_ID428,cust_id50,2025-06-14,Debit Card,Delivered
ORD_ID429,cust_id41,2025-06-14,UPI,Delivered
ORD_ID430,cust_id34,2025-06-15,Credit card,Delivered
ORD_ID431,cust_id21,2025-06-15,UPI,Cancelled
ORD_ID432,cust_id05,2025-06-15,Debit Card,Cancelled
ORD_ID433,cust_id01,2025-06-16,UPI,Delivered
ORD_ID434,cust_id50,2025-06-16,Credit card,Delivered
ORD_ID435,cust_id28,2025-06-17,UPI,Cancelled
ORD_ID436,cust_id28,2025-06-18,UPI,Confirmed
ORD_ID437,cust_id18,2025-06-18,UPI,Confirmed
ORD_ID438,cust_id38,2025-06-19,Credit card,Delivered
ORD_ID439,cust_id07,2025-06-19,Debit Card,Delivered
ORD_ID440,cust_id26,2025-06-19,Debit Card,Delivered
ORD_ID441,cust_id48,2025-06-19,Credit card,Shipped
ORD_ID442,cust_id41,2025-06-20,Credit card,Delivered
ORD_ID443,cust_id31,2025-06-20,Debit Card,Delivered
ORD_ID444,cust_id10,2025-06-20,Credit card,Delivered
ORD_ID445,cust_id31,2025-06-21,Cash,Delivered
ORD_ID446,cust_id06,2025-06-21,Credit card,Delivered
ORD_ID447,cust_id46,2025-06-21,Credit card,Confirmed
ORD_ID448,cust_id36,2025-06-21,UPI,Confirmed
ORD_ID449,cust_id25,2025-06-21,UPI,Delivered
ORD_ID450,cust_id29,2025-06-21,Cash,Delivered
ORD_ID451,cust_id15,2025-06-22,UPI,Delivered
ORD_ID452,cust_id11,2025-06-22,Debit Card,Confirmed
