order_item_id,order_id,product_id,quantity
ORD_ITEM60,ORD_ID60,P_ID42,3
ORD_ITEM61,ORD_ID61,P_ID08,2
ORD_ITEM62,ORD_ID62,P_ID01,5
ORD_ITEM63,ORD_ID63,P_ID39,5
ORD_ITEM64,ORD_ID64,P_ID04,4
ORD_ITEM65,ORD_ID65,P_ID29,10
ORD_ITEM66,ORD_ID66,P_ID20,10
ORD_ITEM67,ORD_ID67,P_ID30,1
ORD_ITEM68,ORD_ID68,P_ID19,1
ORD_ITEM69,ORD_ID69,P_ID42,8
ORD_ITEM70,ORD_ID70,P_ID12,10
ORD_ITEM71,ORD_ID71,P_ID17,9
ORD_ITEM72,ORD_ID72,P_ID16,6
ORD_ITEM73,ORD_ID73,P_ID50,8
ORD_ITEM74,ORD_ID74,P_ID37,9
ORD_ITEM75,ORD_ID75,P_ID37,2
ORD_ITEM76,ORD_ID76,P_ID01,8
ORD_ITEM77,ORD_ID77,P_ID08,10
ORD_ITEM78,ORD_ID78,P_ID18,7
ORD_ITEM79,ORD_ID79,P_ID47,6
ORD_ITEM80,ORD_ID80,P_ID28,5
ORD_ITEM81,ORD_ID81,P_ID15,5
ORD_ITEM82,ORD_ID82,P_ID09,4
ORD_ITEM83,ORD_ID83,P_ID29,8
ORD_ITEM84,ORD_ID84,P_ID28,5
ORD_ITEM85,ORD_ID85,P_ID05,5
ORD_ITEM86,ORD_ID86,P_ID19,4
ORD_ITEM87,ORD_ID87,P_ID45,7
ORD_ITEM88,ORD_ID88,P_ID39,10
ORD_ITEM89,ORD_ID89,P_ID45,9
ORD_ITEM90,ORD_ID90,P_ID46,10
ORD_ITEM91,ORD_ID91,P_ID33,8
ORD_ITEM92,ORD_ID92,P_ID25,7
ORD_ITEM93,ORD_ID93,P_ID27,7
ORD_ITEM94,ORD_ID94,P_ID24,5
ORD_ITEM95,ORD_ID95,P_ID08,4
ORD_ITEM96,ORD_ID96,P_ID20,3
ORD_ITEM97,ORD_ID97,P_ID01,6
ORD_ITEM98,ORD_ID98,P_ID34,1
ORD_ITEM99,ORD_ID99,P_ID18,5
ORD_ITEM100,ORD_ID100,P_ID44,9
ORD_ITEM101,ORD_ID101,P_ID44,8
ORD_ITEM102,ORD_ID102,P_ID43,9
ORD_ITEM103,ORD_ID103,P_ID47,9
ORD_ITEM104,ORD_ID104,P_ID39,2
ORD_ITEM105,ORD_ID105,P_ID31,1
ORD_ITEM106,ORD_ID106,P_ID32,4
ORD_ITEM107,ORD_ID107,P_ID26,6
ORD_ITEM108,ORD_ID108,P_ID11,1
ORD_ITEM109,ORD_ID109,P_ID13,10
ORD_ITEM110,ORD_ID110,P_ID18,7
ORD_ITEM111,ORD_ID111,P_ID12,8
ORD_ITEM112,ORD_ID112,P_ID46,10
ORD_ITEM113,ORD_ID113,P_ID28,4
ORD_ITEM114,ORD_ID114,P_ID45,1
ORD_ITEM115,ORD_ID115,P_ID30,10
ORD_ITEM116,ORD_ID116,P_ID15,2
ORD_ITEM117,ORD_ID117,P_ID14,6
ORD_ITEM118,ORD_ID118,P_ID38,2
ORD_ITEM119,ORD_ID119,P_ID38,6
ORD_ITEM120,ORD_ID120,P_ID49,6
ORD_ITEM121,ORD_ID121,P_ID16,7
ORD_ITEM122,ORD_ID122,P_ID40,10
ORD_ITEM123,ORD_ID123,P_ID20,8
ORD_ITEM124,ORD_ID124,P_ID26,10
ORD_ITEM125,ORD_ID125,P_ID38,1
ORD_ITEM126,ORD_ID126,P_ID19,6
ORD_ITEM127,ORD_ID127,P_ID28,5
ORD_ITEM128,ORD_ID128,P_ID05,3
ORD_ITEM129,ORD_ID129,P_ID12,6
ORD_ITEM130,ORD_ID130,P_ID10,3
ORD_ITEM131,ORD_ID131,P_ID45,1
ORD_ITEM132,ORD_ID132,P_ID34,10
ORD_ITEM133,ORD_ID133,P_ID16,2
ORD_ITEM134,ORD_ID134,P_ID08,2
ORD_ITEM135,ORD_ID135,P_ID45,9
ORD_ITEM136,ORD_ID136,P_ID06,9
ORD_ITEM137,ORD_ID137,P_ID07,2
ORD_ITEM138,ORD_ID138,P_ID35,6
ORD_ITEM139,ORD_ID139,P_ID48,7
ORD_ITEM140,ORD_ID140,P_ID47,8
ORD_ITEM141,ORD_ID141,P_ID50,1
ORD_ITEM142,ORD_ID142,P_ID01,6
ORD_ITEM143,ORD_ID143,P_ID21,8
ORD_ITEM144,ORD_ID144,P_ID39,8
ORD_ITEM145,ORD_ID145,P_ID31,2
ORD_ITEM146,ORD_ID146,P_ID11,1
ORD_ITEM147,ORD_ID147,P_ID45,7
ORD_ITEM148,ORD_ID148,P_ID48,4
ORD_ITEM149,ORD_ID149,P_ID28,6
ORD_ITEM150,ORD_ID150,P_ID38,9
ORD_ITEM151,ORD_ID151,P_ID14,10
ORD_ITEM152,ORD_ID152,P_ID09,8
ORD_ITEM153,ORD_ID153,P_ID40,9
ORD_ITEM154,ORD_ID154,P_ID41,9
ORD_ITEM155,ORD_ID155,P_ID28,2
ORD_ITEM156,ORD_ID156,P_ID16,7
ORD_ITEM157,ORD_ID157,P_ID04,2
ORD_ITEM158,ORD_ID158,P_ID24,8
ORD_ITEM159,ORD_ID159,P_ID25,1
ORD_ITEM160,ORD_ID160,P_ID39,6
ORD_ITEM161,ORD_ID161,P_ID29,4
ORD_ITEM162,ORD_ID162,P_ID29,8
ORD_ITEM163,ORD_ID163,P_ID08,2
ORD_ITEM164,ORD_ID164,P_ID48,5
ORD_ITEM165,ORD_ID165,P_ID23,2
ORD_ITEM166,ORD_ID166,P_ID24,5
ORD_ITEM167,ORD_ID167,P_ID01,3
ORD_ITEM168,ORD_ID168,P_ID15,3
ORD_ITEM169,ORD_ID169,P_ID12,1
ORD_ITEM170,ORD_ID170,P_ID01,6
ORD_ITEM171,ORD_ID171,P_ID19,1
ORD_ITEM172,ORD_ID172,P_ID32,2
ORD_ITEM173,ORD_ID173,P_ID27,7
ORD_ITEM174,ORD_ID174,P_ID43,9
ORD_ITEM175,ORD_ID175,P_ID32,8
ORD_ITEM176,ORD_ID176,P_ID22,10
ORD_ITEM177,ORD_ID177,P_ID30,7
ORD_ITEM178,ORD_ID178,P_ID24,4
ORD_ITEM179,ORD_ID179,P_ID20,10
ORD_ITEM180,ORD_ID180,P_ID17,9
ORD_ITEM181,ORD_ID181,P_ID20,9
ORD_ITEM182,ORD_ID182,P_ID32,2
ORD_ITEM183,ORD_ID183,P_ID31,5
ORD_ITEM184,ORD_ID184,P_ID24,6
ORD_ITEM185,ORD_ID185,P_ID19,8
ORD_ITEM186,ORD_ID186,P_ID05,5
ORD_ITEM187,ORD_ID187,P_ID43,3
ORD_ITEM188,ORD_ID188,P_ID50,7
ORD_ITEM189,ORD_ID189,P_ID37,2
ORD_ITEM190,ORD_ID190,P_ID37,4
ORD_ITEM191,ORD_ID191,P_ID05,5
ORD_ITEM192,ORD_ID192,P_ID15,8
ORD_ITEM193,ORD_ID193,P_ID03,4
ORD_ITEM194,ORD_ID194,P_ID37,5
ORD_ITEM195,ORD_ID195,P_ID27,8
ORD_ITEM196,ORD_ID196,P_ID22,2
ORD_ITEM197,ORD_ID197,P_ID39,7
ORD_ITEM198,ORD_ID198,P_ID32,4
ORD_ITEM199,ORD_ID199,P_ID32,6
ORD_ITEM200,ORD_ID200,P_ID16,2
ORD_ITEM201,ORD_ID201,P_ID31,5
ORD_ITEM202,ORD_ID202,P_ID17,4
ORD_ITEM203,ORD_ID203,P_ID23,7
ORD_ITEM204,ORD_ID204,P_ID05,7
ORD_ITEM205,ORD_ID205,P_ID18,2
ORD_ITEM206,ORD_ID206,P_ID40,2
ORD_ITEM207,ORD_ID207,P_ID11,10
ORD_ITEM208,ORD_ID208,P_ID11,8
ORD_ITEM209,ORD_ID209,P_ID18,3
ORD_ITEM210,ORD_ID210,P_ID14,5
ORD_ITEM211,ORD_ID211,P_ID10,1
ORD_ITEM212,ORD_ID212,P_ID19,6
ORD_ITEM213,ORD_ID213,P_ID10,5
ORD_ITEM214,ORD_ID214,P_ID30,6
ORD_ITEM215,ORD_ID215,P_ID07,5
ORD_ITEM216,ORD_ID216,P_ID11,5
ORD_ITEM217,ORD_ID217,P_ID38,7
ORD_ITEM218,ORD_ID218,P_ID43,6
ORD_ITEM219,ORD_ID219,P_ID07,8
ORD_ITEM220,ORD_ID220,P_ID11,5
ORD_ITEM221,ORD_ID221,P_ID12,8
ORD_ITEM222,ORD_ID222,P_ID31,8
ORD_ITEM223,ORD_ID223,P_ID39,4
ORD_ITEM224,ORD_ID224,P_ID49,7
ORD_ITEM225,ORD_ID225,P_ID42,7
ORD_ITEM226,ORD_ID226,P_ID29,3
ORD_ITEM227,ORD_ID227,P_ID32,4
ORD_ITEM228,ORD_ID228,P_ID13,9
ORD_ITEM229,ORD_ID229,P_ID24,4
ORD_ITEM230,ORD_ID230,P_ID01,8
ORD_ITEM231,ORD_ID231,P_ID32,6
ORD_ITEM232,ORD_ID232,P_ID16,10
ORD_ITEM233,ORD_ID233,P_ID36,7
ORD_ITEM234,ORD_ID234,P_ID06,8
ORD_ITEM235,ORD_ID235,P_ID45,7
ORD_ITEM236,ORD_ID236,P_ID34,3
ORD_ITEM237,ORD_ID237,P_ID07,10
ORD_ITEM238,ORD_ID238,P_ID42,8
ORD_ITEM239,ORD_ID239,P_ID24,1
ORD_ITEM240,ORD_ID240,P_ID31,1
ORD_ITEM241,ORD_ID241,P_ID40,5
ORD_ITEM242,ORD_ID242,P_ID33,1
ORD_ITEM243,ORD_ID243,P_ID35,2
ORD_ITEM244,ORD_ID244,P_ID15,3
ORD_ITEM245,ORD_ID245,P_ID26,3
ORD_ITEM246,ORD_ID246,P_ID24,5
ORD_ITEM247,ORD_ID247,P_ID23,2
ORD_ITEM248,ORD_ID248,P_ID44,9
ORD_ITEM249,ORD_ID249,P_ID14,3
ORD_ITEM250,ORD_ID250,P_ID12,6
ORD_ITEM251,ORD_ID251,P_ID16,7
ORD_ITEM252,ORD_ID252,P_ID14,2
ORD_ITEM253,ORD_ID253,P_ID48,3
ORD_ITEM254,ORD_ID254,P_ID01,4
ORD_ITEM255,ORD_ID255,P_ID47,1
ORD_ITEM256,ORD_ID256,P_ID09,4
ORD_ITEM257,ORD_ID257,P_ID17,7
ORD_ITEM258,ORD_ID258,P_ID48,10
ORD_ITEM259,ORD_ID259,P_ID03,9
ORD_ITEM260,ORD_ID260,P_ID24,5
ORD_ITEM261,ORD_ID261,P_ID46,9
ORD_ITEM262,ORD_ID262,P_ID35,1
ORD_ITEM263,ORD_ID263,P_ID30,1
ORD_ITEM264,ORD_ID264,P_ID35,10
ORD_ITEM265,ORD_ID265,P_ID28,7
ORD_ITEM266,ORD_ID266,P_ID18,8
ORD_ITEM267,ORD_ID267,P_ID24,7
ORD_ITEM268,ORD_ID268,P_ID42,6
ORD_ITEM269,ORD_ID269,P_ID10,4
ORD_ITEM270,ORD_ID270,P_ID18,5
ORD_ITEM271,ORD_ID271,P_ID28,2
ORD_ITEM272,ORD_ID272,P_ID45,6
ORD_ITEM273,ORD_ID273,P_ID26,10
ORD_ITEM274,ORD_ID274,P_ID15,8
ORD_ITEM275,ORD_ID275,P_ID19,7
ORD_ITEM276,ORD_ID276,P_ID26,3
ORD_ITEM277,ORD_ID277,P_ID25,5
ORD_ITEM278,ORD_ID278,P_ID12,3
ORD_ITEM279,ORD_ID279,P_ID31,2
ORD_ITEM280,ORD_ID280,P_ID21,5
ORD_ITEM281,ORD_ID281,P_ID43,3
ORD_ITEM282,ORD_ID282,P_ID23,3
ORD_ITEM283,ORD_ID283,P_ID09,9
ORD_ITEM284,ORD_ID284,P_ID35,5
ORD_ITEM285,ORD_ID285,P_ID42,5
ORD_ITEM286,ORD_ID286,P_ID33,10
ORD_ITEM287,ORD_ID287,P_ID26,9
ORD_ITEM288,ORD_ID288,P_ID24,3
ORD_ITEM289,ORD_ID289,P_ID16,7
ORD_ITEM290,ORD_ID290,P_ID06,8
ORD_ITEM291,ORD_ID291,P_ID46,9
ORD_ITEM292,ORD_ID292,P_ID02,1
ORD_ITEM293,ORD_ID293,P_ID08,6
ORD_ITEM294,ORD_ID294,P_ID36,5
ORD_ITEM295,ORD_ID295,P_ID42,9
ORD_ITEM296,ORD_ID296,P_ID07,2
ORD_ITEM297,ORD_ID297,P_ID17,5
ORD_ITEM298,ORD_ID298,P_ID10,1
ORD_ITEM299,ORD_ID299,P_ID03,6
ORD_ITEM300,ORD_ID300,P_ID37,2
ORD_ITEM301,ORD_ID301,P_ID47,2
ORD_ITEM302,ORD_ID302,P_ID31,9
ORD_ITEM303,ORD_ID303,P_ID40,1
ORD_ITEM304,ORD_ID304,P_ID45,2
ORD_ITEM305,ORD_ID305,P_ID23,7
ORD_ITEM306,ORD_ID306,P_ID29,1
ORD_ITEM307,ORD_ID307,P_ID21,2
ORD_ITEM308,ORD_ID308,P_ID35,7
ORD_ITEM309,ORD_ID309,P_ID30,5
ORD_ITEM310,ORD_ID310,P_ID44,1
ORD_ITEM311,ORD_ID311,P_ID24,5
ORD_ITEM312,ORD_ID312,P_ID31,10
ORD_ITEM313,ORD_ID313,P_ID11,6
ORD_ITEM314,ORD_ID314,P_ID24,5
ORD_ITEM315,ORD_ID315,P_ID15,10
ORD_ITEM316,ORD_ID316,P_ID10,6
ORD_ITEM317,ORD_ID317,P_ID30,7
ORD_ITEM318,ORD_ID318,P_ID35,2
ORD_ITEM319,ORD_ID319,P_ID24,6
ORD_ITEM320,ORD_ID320,P_ID19,2
ORD_ITEM321,ORD_ID321,P_ID45,3
ORD_ITEM322,ORD_ID322,P_ID29,5
ORD_ITEM323,ORD_ID323,P_ID12,3
ORD_ITEM324,ORD_ID324,P_ID01,4
ORD_ITEM325,ORD_ID325,P_ID47,3
ORD_ITEM326,ORD_ID326,P_ID37,8
ORD_ITEM327,ORD_ID327,P_ID33,7
ORD_ITEM328,ORD_ID328,P_ID15,1
ORD_ITEM329,ORD_ID329,P_ID41,7
ORD_ITEM330,ORD_ID330,P_ID26,4
ORD_ITEM331,ORD_ID331,P_ID08,10
ORD_ITEM332,ORD_ID332,P_ID45,1
ORD_ITEM333,ORD_ID333,P_ID25,8
ORD_ITEM334,ORD_ID334,P_ID33,10
ORD_ITEM335,ORD_ID335,P_ID14,2
ORD_ITEM336,ORD_ID336,P_ID49,9
ORD_ITEM337,ORD_ID337,P_ID28,3
ORD_ITEM338,ORD_ID338,P_ID23,2
ORD_ITEM339,ORD_ID339,P_ID21,5
ORD_ITEM340,ORD_ID340,P_ID43,6
ORD_ITEM341,ORD_ID341,P_ID35,9
ORD_ITEM342,ORD_ID342,P_ID33,2
ORD_ITEM343,ORD_ID343,P_ID12,5
ORD_ITEM344,ORD_ID344,P_ID42,6
ORD_ITEM345,ORD_ID345,P_ID43,4
ORD_ITEM346,ORD_ID346,P_ID17,2
ORD_ITEM347,ORD_ID347,P_ID36,2
ORD_ITEM348,ORD_ID348,P_ID21,2
ORD_ITEM349,ORD_ID349,P_ID01,8
ORD_ITEM350,ORD_ID350,P_ID44,8
ORD_ITEM351,ORD_ID351,P_ID46,1
ORD_ITEM352,ORD_ID352,P_ID15,7
ORD_ITEM353,ORD_ID353,P_ID49,7
ORD_ITEM354,ORD_ID354,P_ID27,10
ORD_ITEM355,ORD_ID355,P_ID43,5
ORD_ITEM356,ORD_ID356,P_ID08,7
ORD_ITEM357,ORD_ID357,P_ID12,7
ORD_ITEM358,ORD_ID358,P_ID02,4
ORD_ITEM359,ORD_ID359,P_ID18,5
ORD_ITEM360,ORD_ID360,P_ID03,9
ORD_ITEM361,ORD_ID361,P_ID17,1
ORD_ITEM362,ORD_ID362,P_ID34,7
ORD_ITEM363,ORD_ID363,P_ID02,4
ORD_ITEM364,ORD_ID364,P_ID39,6
ORD_ITEM365,ORD_ID365,P_ID05,2
ORD_ITEM366,ORD_ID366,P_ID25,2
ORD_ITEM367,ORD_ID367,P_ID01,10
ORD_ITEM368,ORD_ID368,P_ID09,6
ORD_ITEM369,ORD_ID369,P_ID11,9
ORD_ITEM370,ORD_ID370,P_ID04,2
ORD_ITEM371,ORD_ID371,P_ID02,2
ORD_ITEM372,ORD_ID372,P_ID10,4
ORD_ITEM373,ORD_ID373,P_ID48,8
ORD_ITEM374,ORD_ID374,P_ID24,1
ORD_ITEM375,ORD_ID375,P_ID25,1
ORD_ITEM376,ORD_ID376,P_ID04,8
ORD_ITEM377,ORD_ID377,P_ID10,10
ORD_ITEM378,ORD_ID378,P_ID04,8
ORD_ITEM379,ORD_ID379,P_ID15,7
ORD_ITEM380,ORD_ID380,P_ID23,10
ORD_ITEM381,ORD_ID381,P_ID34,2
ORD_ITEM382,ORD_ID382,P_ID06,8
ORD_ITEM383,ORD_ID383,P_ID41,4
ORD_ITEM384,ORD_ID384,P_ID39,7
ORD_ITEM385,ORD_ID385,P_ID05,6
ORD_ITEM386,ORD_ID386,P_ID16,2
ORD_ITEM387,ORD_ID387,P_ID11,7
ORD_ITEM388,ORD_ID388,P_ID20,3
ORD_ITEM389,ORD_ID389,P_ID39,7
ORD_ITEM390,ORD_ID390,P_ID02,2
ORD_ITEM391,ORD_ID391,P_ID05,7
ORD_ITEM392,ORD_ID392,P_ID43,2
ORD_ITEM393,ORD_ID393,P_ID24,1
ORD_ITEM394,ORD_ID394,P_ID29,9
ORD_ITEM395,ORD_ID395,P_ID24,6
ORD_ITEM396,ORD_ID396,P_ID38,6
ORD_ITEM397,ORD_ID397,P_ID02,8
ORD_ITEM398,ORD_ID398,P_ID39,6
ORD_ITEM399,ORD_ID399,P_ID35,5
ORD_ITEM400,ORD_ID400,P_ID01,8
ORD_ITEM401,ORD_ID401,P_ID28,1
ORD_ITEM402,ORD_ID402,P_ID46,1
ORD_ITEM403,ORD_ID403,P_ID33,9
ORD_ITEM404,ORD_ID404,P_ID10,6
ORD_ITEM405,ORD_ID405,P_ID25,3
ORD_ITEM406,ORD_ID406,P_ID36,4
ORD_ITEM407,ORD_ID407,P_ID11,8
ORD_ITEM408,ORD_ID408,P_ID14,2
ORD_ITEM409,ORD_ID409,P_ID18,9
ORD_ITEM410,ORD_ID410,P_ID48,3
ORD_ITEM411,ORD_ID411,P_ID18,9
ORD_ITEM412,ORD_ID412,P_ID11,9
ORD_ITEM413,ORD_ID413,P_ID48,2
ORD_ITEM414,ORD_ID414,P_ID49,3
ORD_ITEM415,ORD_ID415,P_ID48,6
ORD_ITEM416,ORD_ID416,P_ID06,2
ORD_ITEM417,ORD_ID417,P_ID32,2
ORD_ITEM418,ORD_ID418,P_ID09,2
ORD_ITEM419,ORD_ID419,P_ID14,1
ORD_ITEM420,ORD_ID420,P_ID01,8
ORD_ITEM421,ORD_ID421,P_ID06,8
ORD_ITEM422,ORD_ID422,P_ID11,2
ORD_ITEM423,ORD_ID423,P_ID31,7
ORD_ITEM424,ORD_ID424,P_ID37,9
ORD_ITEM425,ORD_ID425,P_ID49,1
ORD_ITEM426,ORD_ID426,P_ID18,10
ORD_ITEM427,ORD_ID427,P_ID14,2
ORD_ITEM428,ORD_ID428,P_ID29,10
ORD_ITEM429,ORD_ID429,P_ID18,4
ORD_ITEM430,ORD_ID430,P_ID04,3
ORD_ITEM431,ORD_ID431,P_ID50,5
ORD_ITEM432,ORD_ID432,P_ID19,8
ORD_ITEM433,ORD_ID433,P_ID17,7
ORD_ITEM434,ORD_ID434,P_ID02,1
ORD_ITEM435,ORD_ID435,P_ID18,10
ORD_ITEM436,ORD_ID436,P_ID25,7
ORD_ITEM437,ORD_ID437,P_ID24,4
ORD_ITEM438,ORD_ID438,P_ID42,9
ORD_ITEM439,ORD_ID439,P_ID11,9
ORD_ITEM440,ORD_ID440,P_ID43,7
ORD_ITEM441,ORD_ID441,P_ID47,1
ORD_ITEM442,ORD_ID442,P_ID50,1
ORD_ITEM443,ORD_ID443,P_ID27,8
ORD_ITEM444,ORD_ID444,P_ID47,8
ORD_ITEM445,ORD_ID445,P_ID17,1
ORD_ITEM446,ORD_ID446,P_ID20,9
ORD_ITEM447,ORD_ID447,P_ID10,6
ORD_ITEM448,ORD_ID448,P_ID42,7
ORD_ITEM449,ORD_ID449,P_ID49,8
ORD_ITEM450,ORD_ID450,P_ID47,9
ORD_ITEM451,ORD_ID451,P_ID19,4
ORD_ITEM452,ORD_ID452,P_ID06,4
ORD_ITEM453,ORD_ID453,P_ID38,7
ORD_ITEM454,ORD_ID454,P_ID25,7
ORD_ITEM455,ORD_ID455,P_ID48,1
ORD_ITEM456,ORD_ID456,P_ID15,2
ORD_ITEM457,ORD_ID457,P_ID02,1
ORD_ITEM458,ORD_ID458,P_ID07,1
ORD_ITEM459,ORD_ID459,P_ID26,10
ORD_ITEM460,ORD_ID460,P_ID40,7
ORD_ITEM461,ORD_ID461,P_ID17,3
ORD_ITEM462,ORD_ID462,P_ID44,6
ORD_ITEM463,ORD_ID463,P_ID12,6
ORD_ITEM464,ORD_ID464,P_ID42,4
ORD_ITEM465,ORD_ID465,P_ID29,6
ORD_ITEM466,ORD_ID466,P_ID44,3
ORD_ITEM467,ORD_ID467,P_ID41,10
ORD_ITEM468,ORD_ID468,P_ID20,4
ORD_ITEM469,ORD_ID469,P_ID11,4
ORD_ITEM470,ORD_ID470,P_ID33,5
ORD_ITEM471,ORD_ID471,P_ID05,6
ORD_ITEM472,ORD_ID472,P_ID03,7
ORD_ITEM473,ORD_ID473,P_ID20,4
ORD_ITEM474,ORD_ID474,P_ID17,8
ORD_ITEM475,ORD_ID475,P_ID26,2
ORD_ITEM476,ORD_ID476,P_ID46,6
ORD_ITEM477,ORD_ID477,P_ID36,7
ORD_ITEM478,ORD_ID478,P_ID30,3
ORD_ITEM479,ORD_ID479,P_ID05,2
ORD_ITEM480,ORD_ID480,P_ID34,10
ORD_ITEM481,ORD_ID481,P_ID26,6
ORD_ITEM482,ORD_ID482,P_ID45,2
ORD_ITEM483,ORD_ID483,P_ID33,4
ORD_ITEM484,ORD_ID484,P_ID09,6
ORD_ITEM485,ORD_ID485,P_ID42,5
ORD_ITEM486,ORD_ID486,P_ID03,2
ORD_ITEM487,ORD_ID487,P_ID12,3
ORD_ITEM488,ORD_ID488,P_ID28,9
ORD_ITEM489,ORD_ID489,P_ID46,1
ORD_ITEM490,ORD_ID490,P_ID29,4
ORD_ITEM491,ORD_ID491,P_ID05,3
ORD_ITEM492,ORD_ID492,P_ID39,3
ORD_ITEM493,ORD_ID493,P_ID26,6
ORD_ITEM494,ORD_ID494,P_ID43,9
ORD_ITEM495,ORD_ID495,P_ID06,4
ORD_ITEM496,ORD_ID496,P_ID24,6
ORD_ITEM497,ORD_ID497,P_ID17,2
ORD_ITEM498,ORD_ID498,P_ID41,5
ORD_ITEM499,ORD_ID499,P_ID05,5
ORD_ITEM500,ORD_ID500,P_ID04,1
ORD_ITEM501,ORD_ID501,P_ID02,5
ORD_ITEM502,ORD_ID502,P_ID43,2
ORD_ITEM503,ORD_ID503,P_ID41,5
ORD_ITEM504,ORD_ID504,P_ID30,9
ORD_ITEM505,ORD_ID505,P_ID11,3
ORD_ITEM506,ORD_ID506,P_ID14,1
ORD_ITEM507,ORD_ID507,P_ID14,10
ORD_ITEM508,ORD_ID508,P_ID06,7
ORD_ITEM509,ORD_ID509,P_ID38,9
ORD_ITEM510,ORD_ID510,P_ID35,3
ORD_ITEM511,ORD_ID511,P_ID28,3
ORD_ITEM512,ORD_ID512,P_ID09,5
ORD_ITEM513,ORD_ID513,P_ID25,1
ORD_ITEM514,ORD_ID514,P_ID38,7
ORD_ITEM515,ORD_ID515,P_ID22,7
ORD_ITEM516,ORD_ID516,P_ID07,10
ORD_ITEM517,ORD_ID517,P_ID50,8
ORD_ITEM518,ORD_ID518,P_ID40,2
ORD_ITEM519,ORD_ID519,P_ID30,6
ORD_ITEM520,ORD_ID520,P_ID41,3
ORD_ITEM521,ORD_ID521,P_ID15,2
ORD_ITEM522,ORD_ID522,P_ID33,8
ORD_ITEM523,ORD_ID523,P_ID08,7
ORD_ITEM524,ORD_ID524,P_ID09,6
ORD_ITEM525,ORD_ID525,P_ID38,5
ORD_ITEM526,ORD_ID526,P_ID30,6
ORD_ITEM527,ORD_ID527,P_ID15,7
ORD_ITEM528,ORD_ID528,P_ID16,2
ORD_ITEM529,ORD_ID529,P_ID01,10
ORD_ITEM530,ORD_ID530,P_ID38,10
ORD_ITEM531,ORD_ID531,P_ID15,4
ORD_ITEM532,ORD_ID532,P_ID05,4
ORD_ITEM533,ORD_ID533,P_ID33,6
ORD_ITEM534,ORD_ID534,P_ID16,6
ORD_ITEM535,ORD_ID535,P_ID19,4
ORD_ITEM536,ORD_ID536,P_ID24,2
ORD_ITEM537,ORD_ID537,P_ID06,6
